0 150 156
500 115 122
1000 105 116
1500 97 113
2000 92 111
2500 89 111
3000 83 108
3500 79 101
4000 75 94
4500 71 92
5000 71 92
5500 66 87
6000 64 86
6500 62 84
7000 61 89
7500 60 83
8000 59 87
8500 56 83
9000 56 82
9500 55 88
10000 55 85
10500 51 80
11000 51 81
11500 50 87
12000 50 86
12500 50 83
13000 50 81
13500 50 79
14000 50 80
14500 50 79
15000 50 79
15500 50 79
16000 50 85
16500 50 81
17000 50 79
17500 49 80
18000 49 85
18500 49 79
19000 48 81
19500 48 85
20000 48 80
20500 48 75
21000 48 84
21500 48 81
22000 48 80
22500 48 82
23000 48 82
23500 48 81
24000 47 78
24500 47 82
25000 47 78
25500 47 83
26000 47 82
26500 47 75
27000 47 75
27500 47 72
28000 47 87
28500 47 82
29000 47 74
29500 47 76
30000 47 83
30500 47 77
31000 47 77
31500 47 82
32000 47 72
32500 47 78
33000 47 76
33500 47 81
34000 47 77
34500 47 77
35000 47 79
35500 47 81
36000 47 74
36500 47 75
37000 47 74
37500 46 78
38000 46 78
38500 46 84
39000 46 81
39500 46 80
40000 46 78
40500 46 77
41000 46 78
41500 46 74
42000 46 73
42500 46 80
43000 46 81
43500 46 78
44000 46 77
44500 46 78
45000 46 81
45500 46 80
46000 45 73
46500 45 76
47000 45 80
47500 45 71
48000 45 80
48500 45 75
49000 45 86
49500 45 74
50000 45 79
50500 45 76
51000 45 76
51500 45 76
52000 45 77
52500 45 74
53000 45 77
53500 45 81
54000 45 77
54500 45 78
55000 45 79
55500 45 78
56000 45 78
56500 45 76
57000 45 81
57500 45 80
58000 45 73
58500 45 71
59000 45 75
59500 45 72
60000 45 77
60500 45 78
61000 45 81
61500 45 84
62000 45 75
62500 45 83
63000 45 78
63500 44 81
64000 44 77
64500 44 74
65000 44 75
65500 44 71
66000 44 75
66500 44 72
67000 44 74
67500 44 74
68000 44 77
68500 44 74
69000 44 81
69500 44 76
70000 44 82
70500 44 83
71000 44 83
71500 44 78
72000 44 76
72500 44 79
73000 44 78
73500 44 74
74000 44 81
74500 44 85
75000 44 72
75500 44 79
76000 44 77
76500 44 73
77000 44 76
77500 44 72
78000 44 75
78500 44 75
79000 44 72
79500 44 78
80000 44 75
80500 44 81
81000 44 81
81500 44 73
82000 44 74
82500 44 83
83000 44 81
83500 44 75
84000 44 74
84500 44 75
85000 44 74
85500 44 77
86000 44 79
86500 44 72
87000 44 80
87500 44 71
88000 44 73
88500 44 72
89000 44 75
89500 44 82
90000 44 71
90500 44 74
91000 44 79
91500 44 68
92000 44 82
92500 44 73
93000 44 80
93500 44 82
94000 44 76
94500 44 73
95000 44 76
95500 44 76
96000 44 76
96500 43 83
97000 43 81
97500 43 74
98000 43 76
98500 43 79
99000 43 77
99500 43 76
100000 43 79
100500 43 76
101000 43 77
101500 43 78
102000 43 83
102500 43 80
103000 43 77
103500 43 75
104000 42 73
104500 42 77
105000 42 81
105500 42 75
106000 42 82
106500 42 73
107000 42 77
107500 42 86
108000 42 72
108500 42 74
109000 42 72
109500 42 81
110000 42 69
110500 42 76
111000 42 78
111500 42 77
112000 42 77
112500 42 74
113000 42 74
113500 42 78
114000 42 80
114500 42 71
115000 42 86
115500 42 79
116000 42 78
116500 42 79
117000 42 76
117500 42 71
118000 42 75
118500 42 76
119000 42 73
119500 42 70
120000 42 68
120500 42 72
121000 42 89
121500 42 78
122000 42 80
122500 42 76
123000 42 71
123500 42 76
124000 42 77
124500 42 80
125000 42 79
125500 42 77
126000 42 72
126500 42 70
127000 42 79
127500 42 75
128000 42 68
128500 42 70
129000 42 81
129500 42 83
130000 42 77
130500 42 77
131000 42 80
131500 42 83
132000 42 76
132500 42 70
133000 42 77
133500 42 78
134000 42 67
134500 42 80
135000 42 79
135500 42 74
136000 42 78
136500 42 71
137000 42 77
137500 42 75
138000 42 77
138500 42 74
139000 42 75
139500 42 77
140000 42 72
140500 42 74
141000 42 80
141500 42 80
142000 42 80
142500 42 73
143000 42 83
143500 42 73
144000 42 75
144500 42 71
145000 42 78
145500 42 77
146000 42 78
146500 42 77
147000 42 77
147500 42 75
148000 42 73
148500 42 75
149000 42 75
149500 42 76
150000 42 79
150500 42 80
151000 42 72
151500 42 69
152000 42 80
152500 42 82
153000 42 76
153500 42 69
154000 42 71
154500 42 76
155000 42 79
155500 42 77
156000 42 77
156500 42 77
157000 42 76
157500 42 78
158000 42 73
158500 42 78
159000 42 80
159500 42 77
160000 42 78
160500 42 74
161000 42 77
161500 42 74
162000 42 78
162500 42 74
163000 42 73
163500 42 79
164000 42 74
164500 42 74
165000 42 67
165500 42 78
166000 42 81
166500 42 74
167000 42 74
167500 42 81
168000 42 64
168500 42 75
169000 42 70
169500 42 71
170000 42 75
170500 42 82
171000 42 74
171500 42 76
172000 42 78
172500 42 76
173000 42 76
173500 42 76
174000 42 75
174500 42 76
175000 42 73
175500 42 69
176000 42 74
176500 42 66
177000 42 76
177500 42 74
178000 42 80
178500 42 74
179000 42 76
179500 42 85
180000 42 73
180500 42 70
181000 42 82
181500 42 74
182000 42 83
182500 42 77
183000 42 70
183500 42 79
184000 42 76
184500 42 79
185000 42 78
185500 42 80
186000 42 74
186500 42 71
187000 42 79
187500 42 76
188000 42 77
188500 42 71
189000 42 75
189500 42 77
190000 42 81
190500 42 74
191000 42 79
191500 42 73
192000 42 81
192500 42 79
193000 42 76
193500 42 74
194000 42 72
194500 42 80
195000 42 81
195500 42 84
196000 42 77
196500 42 75
197000 42 73
197500 42 73
198000 42 74
198500 42 85
199000 42 71
199500 42 77
200000 42 73
200500 42 76
201000 42 73
201500 42 81
202000 42 76
202500 42 73
203000 42 82
203500 42 73
204000 42 80
204500 42 78
205000 42 78
205500 42 77
206000 42 77
206500 42 72
207000 42 82
207500 42 74
208000 42 74
208500 42 76
209000 42 85
209500 42 76
210000 42 74
210500 42 78
211000 42 77
211500 42 72
212000 42 77
212500 42 73
213000 42 77
213500 42 74
214000 42 80
214500 42 84
215000 42 82
215500 42 77
216000 42 76
216500 42 72
217000 42 80
217500 42 73
218000 42 74
218500 42 75
219000 42 69
219500 42 84
220000 42 70
220500 42 78
221000 42 69
221500 42 76
222000 42 75
222500 42 75
223000 42 70
223500 42 77
224000 42 82
224500 42 81
225000 42 80
225500 42 79
226000 42 78
226500 42 76
227000 42 71
227500 42 72
228000 42 76
228500 42 81
229000 42 68
229500 42 77
230000 42 70
230500 42 79
231000 42 75
231500 42 75
232000 42 74
232500 42 69
233000 42 76
233500 42 77
234000 42 76
234500 42 74
235000 42 77
235500 42 81
236000 42 77
236500 42 75
237000 42 70
237500 42 78
238000 42 77
238500 42 76
239000 42 82
239500 42 73
240000 42 78
240500 42 78
241000 42 82
241500 42 74
242000 42 81
242500 42 76
243000 42 74
243500 42 75
244000 42 76
244500 42 74
245000 42 78
245500 42 79
246000 42 80
