0 888 902
500 858 861
1000 835 840
1500 817 821
2000 800 809
2500 794 798
3000 792 794
3500 787 796
4000 778 781
4500 774 778
5000 774 787
5500 771 778
6000 767 770
6500 763 767
7000 752 762
7500 751 762
8000 747 760
8500 744 748
9000 740 746
9500 740 742
10000 740 744
10500 740 755
11000 737 747
11500 733 746
12000 733 748
12500 733 743
13000 728 736
13500 726 743
14000 725 731
14500 724 738
15000 718 725
15500 715 726
16000 708 722
16500 707 720
17000 707 719
17500 705 717
18000 705 714
18500 704 718
19000 703 721
19500 703 728
20000 702 727
20500 702 711
21000 702 715
21500 699 704
22000 697 717
22500 692 701
23000 689 707
23500 686 696
24000 683 695
24500 683 701
25000 682 692
25500 679 701
26000 678 693
26500 677 702
27000 677 702
27500 675 694
28000 675 690
28500 675 689
29000 673 693
29500 669 693
30000 667 689
30500 667 692
31000 666 684
31500 663 690
32000 663 671
32500 662 682
33000 660 689
33500 660 685
34000 659 669
34500 657 678
35000 655 665
35500 653 670
36000 651 687
36500 651 665
37000 647 676
37500 646 672
38000 646 661
38500 646 659
39000 646 671
39500 645 659
40000 645 686
40500 645 696
41000 643 668
41500 641 650
42000 639 658
42500 638 657
43000 635 660
43500 632 640
44000 628 649
44500 627 639
45000 626 667
45500 623 652
46000 621 635
46500 620 645
47000 620 652
47500 620 662
48000 619 644
48500 618 635
49000 618 641
49500 618 644
50000 618 638
50500 616 633
51000 615 639
51500 611 634
52000 610 645
52500 607 633
53000 603 617
53500 603 632
54000 603 625
54500 603 636
55000 601 625
55500 601 635
56000 601 645
56500 601 623
57000 601 627
57500 600 646
58000 599 626
58500 595 625
59000 594 633
59500 589 624
60000 589 622
60500 585 601
61000 585 610
61500 585 617
62000 585 618
62500 584 600
63000 583 624
63500 583 614
64000 583 649
64500 582 625
65000 578 618
65500 578 617
66000 577 623
66500 574 614
67000 574 619
67500 574 616
68000 574 619
68500 573 594
69000 570 609
69500 568 608
70000 568 596
70500 568 579
71000 567 603
71500 562 587
72000 560 594
72500 560 596
73000 559 594
73500 559 589
74000 558 598
74500 557 620
75000 557 610
75500 555 592
76000 554 591
76500 551 596
77000 551 598
77500 550 608
78000 547 583
78500 546 588
79000 546 606
79500 543 587
80000 543 566
80500 542 554
81000 541 563
81500 540 580
82000 539 572
82500 539 574
83000 539 595
83500 539 571
84000 538 585
84500 537 588
85000 532 564
85500 531 556
86000 528 580
86500 527 577
87000 527 558
87500 527 570
88000 527 590
88500 527 586
89000 523 575
89500 522 569
90000 520 565
90500 520 562
91000 520 547
91500 518 548
92000 518 554
92500 518 593
93000 518 579
93500 518 574
94000 518 560
94500 518 579
95000 517 571
95500 517 584
96000 517 565
96500 516 578
97000 516 568
97500 516 558
98000 514 570
98500 513 558
99000 512 545
99500 512 535
100000 509 544
100500 509 549
101000 508 531
101500 508 525
102000 504 545
102500 504 558
103000 502 553
103500 502 564
104000 501 535
104500 501 542
105000 501 536
105500 501 540
106000 500 567
106500 500 520
107000 500 535
107500 499 542
108000 499 561
108500 499 536
109000 499 512
109500 497 532
110000 496 547
110500 496 507
111000 496 540
111500 494 531
112000 494 525
112500 492 513
113000 492 541
113500 489 534
114000 489 524
114500 489 506
115000 488 503
115500 485 540
116000 485 536
116500 485 550
117000 483 515
117500 482 533
118000 481 547
118500 479 543
119000 474 530
119500 473 540
120000 472 527
120500 471 512
121000 470 520
121500 469 506
122000 468 539
122500 468 522
123000 468 512
123500 468 511
124000 468 531
124500 467 548
125000 464 500
125500 464 507
126000 464 566
126500 464 505
127000 463 503
127500 463 505
128000 463 502
128500 463 513
129000 457 486
129500 456 525
130000 456 539
130500 456 511
131000 456 490
131500 456 514
132000 456 507
132500 456 503
133000 453 486
133500 453 485
134000 453 535
134500 453 532
135000 451 472
135500 451 512
136000 451 514
136500 450 496
137000 448 504
137500 448 524
138000 448 492
138500 447 499
139000 447 511
139500 446 489
140000 446 502
140500 446 527
141000 446 529
141500 446 512
142000 446 489
142500 446 468
143000 444 483
143500 442 501
144000 442 485
144500 442 551
145000 439 494
145500 437 481
146000 437 535
146500 437 543
147000 435 516
147500 435 496
148000 435 521
148500 435 482
149000 435 479
149500 435 465
150000 435 501
150500 434 466
151000 434 475
151500 433 505
152000 432 511
152500 431 487
153000 431 478
153500 431 478
154000 431 495
154500 427 472
155000 427 462
155500 427 483
156000 427 504
156500 427 486
157000 426 494
157500 426 507
158000 425 483
158500 422 508
159000 422 496
159500 421 493
160000 418 478
160500 416 472
161000 416 438
161500 415 475
162000 415 478
162500 415 456
163000 415 497
163500 415 478
164000 415 452
164500 415 456
165000 414 472
165500 414 485
166000 414 482
166500 414 468
167000 414 476
167500 413 478
168000 413 489
168500 412 485
169000 412 520
169500 411 490
170000 411 461
170500 408 452
171000 408 458
171500 408 494
172000 408 467
172500 408 444
173000 408 448
173500 408 473
174000 408 461
174500 408 491
175000 408 488
175500 408 473
176000 407 481
176500 407 493
177000 407 493
177500 407 482
178000 406 442
178500 404 491
179000 404 445
179500 402 464
180000 402 480
180500 402 503
181000 402 498
181500 402 500
182000 402 456
182500 400 466
183000 398 466
183500 397 441
184000 397 461
184500 397 443
185000 397 437
185500 397 484
186000 397 461
186500 394 469
187000 393 501
187500 393 468
188000 393 418
188500 393 455
189000 393 441
189500 393 454
190000 393 452
190500 393 486
191000 393 461
191500 390 402
192000 390 437
192500 389 426
193000 389 486
193500 389 441
194000 389 429
194500 389 433
195000 389 477
195500 389 446
196000 389 456
196500 388 493
197000 388 442
197500 385 463
198000 385 481
198500 385 460
199000 385 423
199500 383 413
200000 383 474
200500 379 432
201000 379 478
201500 379 488
202000 378 429
202500 377 424
203000 377 434
203500 376 464
204000 376 441
204500 376 454
205000 376 445
205500 376 471
206000 374 459
206500 374 445
207000 374 455
207500 374 442
208000 374 447
208500 374 439
209000 373 408
209500 373 436
210000 373 442
210500 373 445
211000 371 453
211500 371 437
212000 368 433
212500 368 443
213000 368 430
213500 368 460
214000 367 436
214500 366 424
215000 366 445
215500 366 434
216000 366 436
216500 366 418
217000 366 412
217500 365 415
218000 365 417
218500 365 413
219000 365 457
